h3,name,holc,access_min,access_km,street_m,access_src
8828308de5fffff,Pinole S,,19.0,1.52,6639.0,routed
8828308de7fffff,Pacific Crest,,19.9,1.6,7642.0,routed
8828308de9fffff,Vue at 3600 Apartments,,39.8,3.18,6143.0,routed
8828308debfffff,Bella Vista at Hilltop NE,,45.2,3.61,9758.0,routed
8828308dedfffff,El Sobrante N 2,,29.5,2.36,6836.0,routed
8828308e01fffff,Waterline S 3,,67.6,5.4,0.0,routed
8828308e03fffff,Waterline SW 3,,57.4,4.6,0.0,routed
8828308e05fffff,Waterline S 2,,74.4,5.95,0.0,routed
8828308e07fffff,Waterline S,,55.7,4.46,0.0,routed
8828308e0dfffff,Waterline S 4,,86.0,6.88,0.0,routed
8828308e11fffff,Waterline SW 4,,47.7,3.82,0.0,routed
8828308e13fffff,Waterline W 3,,49.3,3.94,0.0,routed
8828308e15fffff,Waterline SW 2,,40.5,3.24,0.0,routed
8828308e17fffff,Waterline W 2,,37.5,3.0,0.0,routed
8828308e21fffff,Marina Bay S 2,,45.4,3.64,0.0,routed
8828308e23fffff,Waterline E,,45.8,3.67,490.0,routed
8828308e25fffff,Marina Bay S,,34.9,2.79,239.0,routed
8828308e27fffff,Marina Bay SW,,38.6,3.09,3114.0,routed
8828308e29fffff,Waterline SE 3,,75.2,6.02,0.0,routed
8828308e2bfffff,Waterline SE 2,,63.5,5.08,0.0,routed
8828308e2dfffff,Marina Bay S 3,,45.9,3.67,0.0,routed
8828308e31fffff,Waterline,,31.2,2.5,6933.0,routed
8828308e33fffff,Point Richmond S,,17.0,1.36,1188.0,routed
8828308e35fffff,Waterline NE,,32.8,2.63,1791.0,routed
8828308e37fffff,Waterline N,,25.9,2.07,2522.0,routed
8828308e39fffff,Waterline SW,,45.8,3.66,0.0,routed
8828308e3bfffff,Waterline W,,28.7,2.3,888.0,routed
8828308e3dfffff,Waterline SE,,44.5,3.56,1319.0,routed
8828308e63fffff,Waterline SE 4,,83.5,6.68,0.0,routed
8828308e67fffff,Marina Bay S 5,,65.6,5.25,0.0,routed
8828308e81fffff,Point Richmond W 8,,49.7,3.97,0.0,routed
8828308e85fffff,Point Richmond W 4,,38.3,3.07,0.0,routed
8828308e87fffff,Point Richmond W 7,,48.1,3.85,0.0,routed
8828308e8dfffff,Point Richmond W 5,,43.2,3.45,0.0,routed
8828308ea1fffff,Point Richmond NW 4,,84.8,6.79,0.0,routed
8828308ea3fffff,Point Richmond NW 6,,83.5,6.68,1789.0,routed
8828308ea5fffff,Atchison Village NW 3,,50.5,4.04,0.0,routed
8828308ea7fffff,Atchison Village NW 4,,73.2,5.86,0.0,routed
8828308ea9fffff,Point Richmond NW 3,,28.3,2.26,935.0,routed
8828308eabfffff,Point Richmond NW 5,,93.2,7.46,802.0,routed
8828308eadfffff,Point Richmond NW 2,,23.3,1.86,179.0,routed
8828308eb1fffff,Point Richmond NW 9,,102.0,8.16,0.0,routed
8828308eb5fffff,Point Richmond NW 8,,90.9,7.27,2886.0,routed
8828308eb7fffff,North Richmond W 11,,100.9,8.07,2093.0,routed
8828308ebdfffff,Point Richmond NW 7,,95.4,7.63,163.0,routed
8828308ec5fffff,Point Richmond SW 5,,55.9,4.48,0.0,routed
8828308ec7fffff,Point Richmond W 6,,51.5,4.12,0.0,routed
8828308ee1fffff,Point Richmond SW 3,,21.2,1.7,0.0,routed
8828308ee3fffff,Point Richmond W 2,,31.3,2.5,0.0,routed
8828308ee5fffff,Point Richmond SW,,9.3,0.74,3297.0,routed
8828308ee7fffff,Point Richmond W,,19.9,1.59,979.0,routed
8828308ee9fffff,Point Richmond SW 4,,44.9,3.59,0.0,routed
8828308eebfffff,Point Richmond W 3,,40.7,3.26,0.0,routed
8828308eedfffff,Point Richmond SW 2,,28.5,2.28,0.0,routed
8828308f01fffff,Idaho Apartments,,8.4,0.67,12804.0,routed
8828308f03fffff,Richmond Annex,,12.6,1.01,12277.0,routed
8828308f05fffff,Kensington W,,17.9,1.43,8958.0,routed
8828308f07fffff,Cerrito Vista Park,,4.7,0.37,10331.0,routed
8828308f09fffff,Albany Hill Park,,18.8,1.51,6321.0,routed
8828308f0bfffff,Richmond Annex S,,15.0,1.2,9782.0,routed
8828308f0dfffff,Idaho Apartments SE,,12.4,0.99,10549.0,routed
8828308f11fffff,Crescent Park Apartments,,17.4,1.39,8690.0,routed
8828308f13fffff,Crescent Park Apartments NW,,15.7,1.26,8069.0,routed
8828308f15fffff,Crescent Park Apartments E,,8.5,0.68,10758.0,routed
8828308f17fffff,State Court Park,,11.4,0.91,9254.0,routed
8828308f19fffff,Crescent Park Apartments SW,,23.0,1.84,0.0,routed
8828308f1bfffff,Marina Bay E,,27.3,2.19,7895.0,routed
8828308f1dfffff,Richmond Annex W,,12.0,0.96,5108.0,routed
8828308f21fffff,Kensington N,,10.9,0.87,2902.0,routed
8828308f23fffff,Kensington N 2,,20.3,1.62,2606.0,routed
8828308f25fffff,Kensington NE,,65.4,5.23,0.0,routed
8828308f27fffff,Kensington N 3,,27.1,2.17,0.0,routed
8828308f29fffff,Kensington,,6.8,0.54,8749.0,routed
8828308f2bfffff,Kensington NW,,15.3,1.23,9847.0,routed
8828308f2dfffff,Kensington E,,13.2,1.06,2756.0,routed
8828308f31fffff,Rose Park N,,26.0,2.08,5701.0,routed
8828308f33fffff,East Richmond SE,,27.1,2.17,12349.0,routed
8828308f35fffff,El Cerrito N,,30.6,2.45,4023.0,routed
8828308f37fffff,East Richmond Heights SE 2,,40.6,3.25,1905.0,routed
8828308f39fffff,Rose Park,,13.8,1.1,11101.0,routed
8828308f3bfffff,Crescent Park Apartments NE,,12.9,1.03,10152.0,routed
8828308f3dfffff,El Cerrito,,23.1,1.85,5755.0,routed
8828308f51fffff,Albany Hill W,,42.2,3.38,0.0,routed
8828308f53fffff,Marina Bay SE,,46.2,3.7,0.0,routed
8828308f55fffff,Albany Hill,,30.8,2.46,437.0,routed
8828308f57fffff,Richmond Annex SW,,31.0,2.48,1255.0,routed
8828308f5bfffff,Marina Bay S 4,,54.9,4.39,0.0,routed
8828308f61fffff,Thousand Oaks,,17.9,1.43,12563.0,routed
8828308f63fffff,Thousand Oaks NW,,16.5,1.32,9576.0,routed
8828308f67fffff,Kensington SE,,19.5,1.56,11865.0,routed
8828308f6bfffff,Thousand Oaks W,,9.9,0.79,13332.0,routed
88283099a3fffff,Moraga Royale S 7,,73.4,5.88,837.0,routed
88283099a7fffff,Moraga Royale S 6,,53.1,4.25,0.0,routed
88283099b5fffff,Moraga Royale S 5,,61.7,4.93,1123.0,routed
88283099b7fffff,Moraga Royale SW 2,,50.1,4.01,875.0,routed
882830c001fffff,Clayton Palms Community W 8,,147.2,11.77,0.0,routed
882830c003fffff,Clayton Palms Community NW 11,,154.4,12.35,0.0,routed
882830c005fffff,Clayton Palms Community NW 5,,134.8,10.79,0.0,routed
882830c007fffff,Clayton Palms Community NW 8,,122.5,9.8,0.0,routed
882830c009fffff,Clayton Palms Community W 9,,158.2,12.66,0.0,routed
882830c00bfffff,Clayton Palms Community W 12,,140.4,11.23,0.0,routed
882830c00dfffff,Clayton Palms Community W 5,,159.6,12.77,0.0,routed
882830c011fffff,Clayton Palms Community W 21,,112.9,9.03,0.0,routed
882830c013fffff,Clayton E 16,,92.5,7.4,0.0,routed
882830c015fffff,Clayton Palms Community NW 16,,124.5,9.96,0.0,routed
882830c017fffff,Clayton Palms Community NW 18,,122.3,9.78,0.0,routed
882830c019fffff,Clayton Palms Community W 20,,112.7,9.02,0.0,routed
882830c01bfffff,Clayton SE 23,,96.5,7.72,0.0,routed
882830c01dfffff,Clayton Palms Community W 15,,141.8,11.35,0.0,routed
882830c021fffff,Clayton Palms Community NW 6,,102.7,8.22,0.0,routed
882830c023fffff,Clayton Palms Community NW 9,,102.3,8.19,916.0,routed
882830c025fffff,Clayton Palms Community N 6,,87.0,6.96,979.0,routed
882830c027fffff,Clayton Palms Community N 9,,97.4,7.79,885.0,routed
882830c029fffff,Clayton Palms Community NW 4,,149.8,11.98,1043.0,routed
882830c02bfffff,Clayton Palms Community NW 7,,132.1,10.57,377.0,routed
882830c02dfffff,Clayton Palms Community N 3,,160.5,12.84,0.0,routed
882830c031fffff,Clayton Palms Community NW 15,,106.1,8.49,0.0,routed
882830c033fffff,Twin Creeks S 4,,90.4,7.23,0.0,routed
882830c035fffff,Clayton Palms Community NW 14,,91.7,7.33,1060.0,routed
882830c037fffff,Tabora Gardens Senior Apartments S 6,,77.3,6.18,1045.0,routed
882830c039fffff,Clayton Palms Community NW 13,,123.0,9.84,0.0,routed
882830c03bfffff,Clayton Palms Community NW 17,,100.9,8.07,0.0,routed
882830c03dfffff,Clayton Palms Community NW 10,,123.9,9.91,0.0,routed
882830c041fffff,Clayton Palms Community W 7,,151.2,12.1,1832.0,routed
882830c043fffff,Clayton Palms Community W 10,,143.2,11.45,615.0,routed
882830c045fffff,Clayton Palms Community W 4,,162.4,12.99,1791.0,routed
882830c047fffff,Clayton Palms Community W 6,,166.3,13.31,0.0,routed
882830c049fffff,Clayton Palms Community SW 10,,165.8,13.26,757.0,routed
882830c04bfffff,Clayton Palms Community W 11,,177.7,14.22,171.0,routed
882830c04dfffff,Clayton Palms Community SW 6,,178.2,14.26,526.0,routed
882830c051fffff,Clayton Palms Community W 18,,129.0,10.32,2059.0,routed
882830c053fffff,Clayton Palms Community W 22,,103.5,8.28,2064.0,routed
882830c055fffff,Clayton Palms Community W 13,,144.5,11.56,523.0,routed
882830c057fffff,Clayton Palms Community W 16,,131.4,10.51,2287.0,routed
882830c059fffff,Clayton Palms Community W 19,,156.3,12.5,2068.0,routed
882830c05bfffff,Clayton Palms Community W 24,,118.1,9.45,3544.0,routed
882830c05dfffff,Clayton Palms Community W 14,,134.6,10.77,1865.0,routed
882830c061fffff,Clayton Palms Community W,,185.0,14.8,0.0,routed
882830c063fffff,Clayton Palms Community NW 3,,153.2,12.25,0.0,routed
882830c065fffff,Clayton Palms Community NW,,161.9,12.95,346.0,routed
882830c067fffff,Clayton Palms Community NW 2,,153.2,12.25,1049.0,routed
882830c069fffff,Clayton Palms Community W 2,,178.7,14.3,2014.0,routed
882830c06bfffff,Clayton Palms Community W 3,,184.3,14.74,0.0,routed
882830c06dfffff,Clayton Palms Community SW,,165.1,13.2,1121.0,routed
882830c081fffff,Clayton E 10,,77.8,6.22,0.0,routed
882830c083fffff,Clayton E 7,,58.3,4.66,280.0,routed
882830c085fffff,Kirker Creek Apartment Homes S 8,,87.0,6.96,0.0,routed
882830c087fffff,Kirker Creek Apartment Homes S 7,,61.2,4.9,0.0,routed
882830c089fffff,Clayton E 9,,92.1,7.37,0.0,routed
882830c08bfffff,Clayton E 6,,75.2,6.02,0.0,routed
882830c08dfffff,Clayton E 13,,87.8,7.02,0.0,routed
882830c091fffff,Canyon Creek E 4,,63.6,5.09,0.0,routed
882830c093fffff,Canyon Creek E 2,,70.6,5.65,547.0,routed
882830c095fffff,Canyon Creek E 6,,65.0,5.2,244.0,routed
882830c097fffff,Canyon Creek E 5,,68.7,5.49,0.0,routed
882830c099fffff,Clayton NE 2,,36.7,2.94,2102.0,routed
882830c09bfffff,Canyon Creek SE 2,,33.4,2.67,3997.0,routed
882830c09dfffff,Clayton E 4,,52.0,4.16,0.0,routed
882830c0a1fffff,Twin Creeks SW 7,,76.6,6.13,993.0,routed
882830c0a3fffff,Kirker Creek Apartment Homes SE 5,,85.1,6.81,88.0,routed
882830c0a5fffff,Twin Creeks SW 4,,78.2,6.26,0.0,routed
882830c0a7fffff,Vista Diablo Mobile Estates S 2,,70.3,5.62,636.0,routed
882830c0a9fffff,Twin Creeks SW 9,,85.7,6.85,0.0,routed
882830c0abfffff,Kirker Creek Apartment Homes SE 6,,71.6,5.73,0.0,routed
882830c0adfffff,Twin Creeks SW 6,,71.9,5.76,0.0,routed
882830c0b1fffff,Kirker Creek Apartment Homes S 3,,85.9,6.87,1040.0,routed
882830c0b3fffff,Kirker Creek Apartment Homes S 2,,30.8,2.46,1004.0,routed
882830c0b5fffff,Kirker Creek Apartment Homes SE 4,,85.6,6.85,0.0,routed
882830c0b7fffff,Kirker Creek Apartment Homes SE 2,,76.2,6.09,0.0,routed
882830c0b9fffff,Kirker Creek Apartment Homes S 6,,54.3,4.34,1026.0,routed
882830c0bbfffff,Kirker Creek Apartment Homes S 4,,79.3,6.34,0.0,routed
882830c0bdfffff,Kirker Creek Apartment Homes S 5,,80.5,6.44,0.0,routed
882830c0c1fffff,Clayton E 11,,98.3,7.87,0.0,routed
882830c0c3fffff,Clayton E 8,,65.7,5.26,0.0,routed
882830c0c5fffff,Clayton E 14,,92.7,7.42,0.0,routed
882830c0c7fffff,Clayton E 12,,103.3,8.26,0.0,routed
882830c0c9fffff,Clayton SE 14,,70.4,5.63,1768.0,routed
882830c0cbfffff,Clayton SE 10,,62.8,5.02,867.0,routed
882830c0cdfffff,Clayton SE 17,,90.2,7.22,0.0,routed
882830c0d1fffff,Clayton E 2,,41.5,3.32,0.0,routed
882830c0d3fffff,Clayton E,,25.8,2.07,2364.0,routed
882830c0d5fffff,Clayton E 5,,47.7,3.81,0.0,routed
882830c0d7fffff,Clayton E 3,,34.7,2.78,0.0,routed
882830c0d9fffff,Clayton SE 4,,38.9,3.12,2798.0,routed
882830c0dbfffff,Clayton SE 2,,24.0,1.92,3749.0,routed
882830c0ddfffff,Clayton SE 6,,55.4,4.43,0.0,routed
882830c0e1fffff,Twin Creeks SW 13,,117.8,9.42,0.0,routed
882830c0e3fffff,Twin Creeks SW 12,,101.8,8.14,0.0,routed
882830c0e5fffff,Twin Creeks SW 11,,131.6,10.53,0.0,routed
882830c0e7fffff,Twin Creeks SW 10,,111.3,8.91,0.0,routed
882830c0e9fffff,Clayton E 17,,94.5,7.56,0.0,routed
882830c0ebfffff,Clayton E 15,,110.0,8.8,0.0,routed
882830c0edfffff,Twin Creeks SW 14,,118.1,9.45,0.0,routed
882830c101fffff,Villa Amador Apartments SW 5,,34.4,2.75,1255.0,routed
882830c103fffff,Brighton Station SW 3,,44.4,3.56,809.0,routed
882830c105fffff,Villa Amador Apartments SW 3,,19.9,1.59,6708.0,routed
882830c107fffff,Villa Amador Apartments SW 4,,37.8,3.02,1332.0,routed
882830c109fffff,Clayton Palms Community NE 5,,81.9,6.56,732.0,routed
882830c10bfffff,Clayton Palms Community NE 6,,50.0,4.0,992.0,routed
882830c10dfffff,Villa Amador Apartments SW 6,,35.8,2.86,2706.0,routed
882830c111fffff,Cross Pointe SW 7,,67.7,5.41,1459.0,routed
882830c113fffff,Quail Lodge S 7,,70.5,5.64,1456.0,routed
882830c115fffff,Cross Pointe SW 6,,59.4,4.75,1295.0,routed
882830c117fffff,Quail Lodge S 6,,62.2,4.97,104.0,routed
882830c119fffff,Clayton Palms Community N 7,,70.0,5.6,686.0,routed
882830c11bfffff,Clayton Palms Community N 10,,75.3,6.02,588.0,routed
882830c11dfffff,Clayton Palms Community N 8,,51.4,4.11,1421.0,routed
882830c121fffff,Villa Amador Apartments SW,,47.3,3.78,6411.0,routed
882830c123fffff,Villa Amador Apartments W,,40.2,3.21,4138.0,routed
882830c125fffff,Villa Amador Apartments SE,,39.3,3.14,10978.0,routed
882830c127fffff,Villa Amador Apartments,,50.2,4.01,8092.0,routed
882830c129fffff,Villa Amador Apartments S 2,,14.6,1.17,9771.0,routed
882830c12bfffff,Villa Amador Apartments SW 2,,36.2,2.9,6803.0,routed
882830c12dfffff,Villa Amador Apartments S,,32.1,2.57,8756.0,routed
882830c131fffff,Cross Pointe SW 3,,57.3,4.59,2677.0,routed
882830c133fffff,Cross Pointe SW 2,,33.2,2.65,7366.0,routed
882830c135fffff,Brighton Station SW,,49.4,3.95,6853.0,routed
882830c137fffff,Cross Pointe SW,,33.3,2.66,14209.0,routed
882830c139fffff,Cross Pointe SW 5,,63.8,5.11,0.0,routed
882830c13bfffff,Cross Pointe SW 4,,44.3,3.54,1331.0,routed
882830c13dfffff,Brighton Station SW 2,,60.1,4.81,0.0,routed
882830c141fffff,Clayton Palms Community E 5,,99.0,7.92,1214.0,routed
882830c143fffff,Clayton Palms Community NE 4,,89.1,7.13,2341.0,routed
882830c145fffff,Clayton Palms Community E 8,,42.0,3.36,817.0,routed
882830c147fffff,Clayton Palms Community NE 7,,41.9,3.35,0.0,routed
882830c149fffff,Clayton Palms Community E 4,,108.9,8.71,1232.0,routed
882830c14bfffff,Clayton Palms Community E 3,,104.5,8.36,2286.0,routed
882830c14dfffff,Clayton Palms Community E 7,,117.9,9.43,0.0,routed
882830c151fffff,Clayton Palms Community N 2,,120.5,9.64,153.0,routed
882830c153fffff,Clayton Palms Community N 4,,90.1,7.21,238.0,routed
882830c155fffff,Clayton Palms Community NE 3,,92.3,7.38,637.0,routed
882830c157fffff,Clayton Palms Community N 5,,63.4,5.07,1487.0,routed
882830c159fffff,Clayton Palms Community NE,,129.8,10.39,1007.0,routed
882830c15bfffff,Clayton Palms Community N,,127.0,10.16,328.0,routed
882830c15dfffff,Clayton Palms Community NE 2,,123.7,9.9,1059.0,routed
882830c161fffff,Villa Amador Apartments S 5,,16.1,1.29,4894.0,routed
882830c163fffff,Villa Amador Apartments S 4,,18.7,1.5,7626.0,routed
882830c165fffff,Woodgate Mobile Home Park SW 6,,37.7,3.02,9577.0,routed
882830c167fffff,Villa Amador Apartments S 3,,4.6,0.37,7208.0,routed
882830c169fffff,Villa Amador Apartments S 7,,48.4,3.88,1915.0,routed
882830c16bfffff,Villa Amador Apartments S 6,,26.9,2.15,4483.0,routed
882830c16dfffff,Woodgate Mobile Home Park SW 8,,23.0,1.84,9690.0,routed
882830c181fffff,Vista Della Montagna SW 2,,26.1,2.09,6493.0,routed
882830c183fffff,Contra Loma Regional Park,,16.3,1.31,689.0,routed
882830c185fffff,Vista Della Montagna S,,12.9,1.03,11267.0,routed
882830c187fffff,Vista Della Montagna SW,,25.2,2.02,503.0,routed
882830c189fffff,Tabora Gardens Senior Apartments S,,41.0,3.28,952.0,routed
882830c18bfffff,Tabora Gardens Senior Apartments,,26.6,2.13,1517.0,routed
882830c18dfffff,Quail Lodge SW 3,,25.1,2.01,6677.0,routed
882830c191fffff,Twin Creeks SW,,20.5,1.64,1308.0,routed
882830c193fffff,Twin Creeks W 2,,26.3,2.11,6641.0,routed
882830c195fffff,Contra Loma Regional Park NW,,14.0,1.12,1331.0,routed
882830c197fffff,Twin Creeks W,,21.2,1.7,12573.0,routed
882830c199fffff,Twin Creeks SW 2,,46.1,3.69,0.0,routed
882830c19bfffff,Twin Creeks SW 3,,51.4,4.12,0.0,routed
882830c19dfffff,Contra Loma Regional Park SW,,13.0,1.04,0.0,routed
882830c1a1fffff,Quail Lodge NW,,25.4,2.03,10692.0,routed
882830c1a3fffff,Vista Della Montagna NE,,13.5,1.08,11070.0,routed
882830c1a5fffff,Quail Lodge N,,33.2,2.65,8113.0,routed
882830c1a7fffff,Antioch Hillcrest Terrace,,33.9,2.71,10889.0,routed
882830c1a9fffff,Quail Lodge W,,8.2,0.65,10593.0,routed
882830c1abfffff,Vista Della Montagna SE,,9.5,0.76,7956.0,routed
882830c1adfffff,Quail Lodge,,20.2,1.61,9933.0,routed
882830c1b1fffff,Chichibu Park,,16.9,1.35,8307.0,routed
882830c1b3fffff,Somerset Senior Apartments,,25.0,2.0,9996.0,routed
882830c1b5fffff,Valley Mountain,,14.7,1.18,8415.0,routed
882830c1b7fffff,Almond Knolls,,23.2,1.86,8043.0,routed
882830c1b9fffff,Antioch Community Park,,15.7,1.25,3948.0,routed
882830c1bbfffff,Twin Creeks,,27.4,2.19,10388.0,routed
882830c1bdfffff,Vista Della Montagna,,4.4,0.35,6816.0,routed
882830c1c1fffff,Quail Lodge SW 6,,60.5,4.84,0.0,routed
882830c1c3fffff,Tabora Gardens Senior Apartments S 3,,57.5,4.6,0.0,routed
882830c1c5fffff,Quail Lodge SW 5,,57.3,4.58,653.0,routed
882830c1c7fffff,Quail Lodge SW 4,,45.6,3.65,895.0,routed
882830c1c9fffff,Clayton Palms Community NW 12,,69.7,5.58,0.0,routed
882830c1cbfffff,Tabora Gardens Senior Apartments S 5,,71.3,5.7,0.0,routed
882830c1cdfffff,Quail Lodge SW 7,,72.3,5.78,505.0,routed
882830c1d1fffff,Twin Creeks S 2,,64.5,5.16,0.0,routed
882830c1d3fffff,Twin Creeks SW 5,,51.4,4.11,0.0,routed
882830c1d5fffff,Tabora Gardens Senior Apartments S 2,,42.2,3.37,0.0,routed
882830c1d7fffff,Twin Creeks S,,52.0,4.16,0.0,routed
882830c1d9fffff,Twin Creeks S 3,,67.4,5.39,526.0,routed
882830c1dbfffff,Twin Creeks SW 8,,80.6,6.45,0.0,routed
882830c1ddfffff,Tabora Gardens Senior Apartments S 4,,58.6,4.69,0.0,routed
882830c1e1fffff,Quail Lodge S 3,,31.4,2.51,5878.0,routed
882830c1e3fffff,Quail Lodge SW,,18.8,1.5,12059.0,routed
882830c1e5fffff,Quail Lodge S 2,,19.0,1.52,13176.0,routed
882830c1e7fffff,Quail Lodge S,,17.1,1.36,8596.0,routed
882830c1e9fffff,Quail Lodge S 5,,46.7,3.74,0.0,routed
882830c1ebfffff,Quail Lodge SW 2,,28.5,2.28,2738.0,routed
882830c1edfffff,Quail Lodge S 4,,33.2,2.66,2170.0,routed
882830c201fffff,Blackhawk NE 14,,130.0,10.4,0.0,routed
882830c203fffff,Blackhawk NE 12,,133.4,10.67,0.0,routed
882830c205fffff,Clayton Palms Community SW 21,,136.0,10.88,999.0,routed
882830c207fffff,Clayton Palms Community SW 22,,143.5,11.48,737.0,routed
882830c209fffff,Wendt Ranch NE 15,,105.7,8.46,0.0,routed
882830c20bfffff,Blackhawk NE 11,,110.4,8.83,0.0,routed
882830c20dfffff,Wendt Ranch NE 19,,116.3,9.31,0.0,routed
882830c211fffff,Hidden Oaks NE 15,,150.4,12.03,0.0,routed
882830c213fffff,Hidden Oaks NE 13,,145.9,11.67,476.0,routed
882830c215fffff,Blackhawk NE 13,,139.1,11.13,0.0,routed
882830c217fffff,Hidden Oaks NE 17,,156.5,12.52,1076.0,routed
882830c219fffff,Blackhawk NE 8,,162.0,12.96,0.0,routed
882830c21bfffff,Hidden Oaks NE 11,,142.0,11.36,0.0,routed
882830c21dfffff,Blackhawk NE 10,,144.3,11.54,0.0,routed
882830c221fffff,Clayton Palms Community SW 12,,184.9,14.79,0.0,routed
882830c223fffff,Clayton Palms Community SW 13,,176.0,14.08,14.0,routed
882830c225fffff,Clayton Palms Community SW 9,,207.6,16.61,0.0,routed
882830c227fffff,Clayton Palms Community SW 8,,172.6,13.81,20.0,routed
882830c229fffff,Clayton Palms Community SW 17,,152.9,12.23,0.0,routed
882830c22bfffff,Clayton Palms Community SW 16,,179.5,14.36,0.0,routed
882830c22dfffff,Clayton Palms Community SW 14,,211.0,16.88,0.0,routed
882830c231fffff,Clayton Palms Community SW 20,,152.9,12.24,2366.0,routed
882830c233fffff,Clayton Palms Community W 23,,138.0,11.04,2054.0,routed
882830c235fffff,Clayton Palms Community SW 15,,239.2,19.14,0.0,routed
882830c237fffff,Clayton Palms Community W 17,,153.2,12.25,644.0,routed
882830c239fffff,Clayton Palms Community SW 24,,166.3,13.31,59.0,routed
882830c23bfffff,Hidden Oaks NE 21,,149.1,11.93,0.0,routed
882830c23dfffff,Clayton Palms Community SW 18,,173.5,13.88,1836.0,routed
882830c241fffff,Wendt Ranch NE 8,,77.2,6.18,92.0,routed
882830c243fffff,Wendt Ranch NE 10,,92.2,7.38,0.0,routed
882830c245fffff,Wendt Ranch NE 12,,129.3,10.35,0.0,routed
882830c247fffff,Wendt Ranch NE 13,,114.9,9.19,0.0,routed
882830c249fffff,Wendt Ranch NE 5,,67.3,5.39,999.0,routed
882830c24bfffff,Wendt Ranch NE 6,,80.6,6.45,0.0,routed
882830c24dfffff,Wendt Ranch NE 9,,85.8,6.87,0.0,routed
882830c251fffff,Blackhawk NE 6,,136.3,10.91,0.0,routed
882830c253fffff,Blackhawk NE 5,,143.4,11.47,0.0,routed
882830c255fffff,Blackhawk NE 9,,104.4,8.35,0.0,routed
882830c257fffff,Blackhawk NE 7,,131.0,10.48,0.0,routed
882830c259fffff,Blackhawk E 2,,138.7,11.09,0.0,routed
882830c25bfffff,Blackhawk NE 3,,140.2,11.22,0.0,routed
882830c25dfffff,Oak Gate NE 3,,143.9,11.51,0.0,routed
882830c261fffff,Wendt Ranch NE 22,,138.2,11.05,1065.0,routed
882830c263fffff,Clayton Palms Community SW 23,,151.7,12.13,2640.0,routed
882830c265fffff,Clayton Palms Community S 21,,171.1,13.69,956.0,routed
882830c267fffff,Clayton Palms Community SW 19,,209.9,16.79,0.0,routed
882830c269fffff,Wendt Ranch NE 18,,144.3,11.54,0.0,routed
882830c26bfffff,Wendt Ranch NE 17,,138.2,11.06,0.0,routed
882830c26dfffff,Wendt Ranch NE 23,,177.0,14.16,0.0,routed
882830c281fffff,Clayton SE 20,,125.0,10.0,0.0,routed
882830c283fffff,Clayton S 13,,97.5,7.8,0.0,routed
882830c285fffff,Clayton SE 22,,129.2,10.33,0.0,routed
882830c287fffff,Clayton SE 16,,115.6,9.25,0.0,routed
882830c289fffff,Diablo Country Club NE 15,,123.6,9.89,533.0,routed
882830c28bfffff,Diablo Country Club NE 16,,102.0,8.16,0.0,routed
882830c28dfffff,Diablo Country Club NE 17,,162.1,12.97,0.0,routed
882830c291fffff,Clayton S 12,,69.4,5.55,0.0,routed
882830c293fffff,Clayton S 10,,91.0,7.28,0.0,routed
882830c295fffff,Clayton S 11,,69.2,5.54,0.0,routed
882830c297fffff,Clayton S 9,,56.4,4.51,0.0,routed
882830c299fffff,Diablo Country Club N 11,,104.0,8.32,0.0,routed
882830c29bfffff,North Gate E 11,,96.4,7.71,0.0,routed
882830c29dfffff,Clayton S 14,,93.6,7.49,0.0,routed
882830c2a1fffff,Clayton SE 21,,103.5,8.28,1749.0,routed
882830c2a3fffff,Clayton SE 15,,83.3,6.66,767.0,routed
882830c2a5fffff,Clayton SE 25,,91.1,7.29,3034.0,routed
882830c2a7fffff,Clayton SE 19,,80.6,6.45,1391.0,routed
882830c2a9fffff,Clayton SE 24,,121.9,9.75,0.0,routed
882830c2abfffff,Clayton SE 18,,114.9,9.2,0.0,routed
882830c2adfffff,Clayton Palms Community W 26,,106.8,8.54,1361.0,routed
882830c2b1fffff,Clayton SE 9,,64.6,5.17,667.0,routed
882830c2b3fffff,Clayton SE 5,,49.5,3.96,375.0,routed
882830c2b5fffff,Clayton SE 11,,65.4,5.23,3116.0,routed
882830c2b7fffff,Clayton SE 7,,49.8,3.99,2479.0,routed
882830c2b9fffff,Clayton SE 12,,80.4,6.43,0.0,routed
882830c2bbfffff,Clayton SE 8,,64.4,5.15,0.0,routed
882830c2bdfffff,Clayton SE 13,,96.2,7.7,1283.0,routed
882830c2c1fffff,Hidden Oaks NE 12,,157.1,12.57,0.0,routed
882830c2c3fffff,Diablo Country Club NE 11,,138.5,11.08,0.0,routed
882830c2c5fffff,Hidden Oaks NE 14,,164.4,13.15,0.0,routed
882830c2c7fffff,Diablo Country Club NE 14,,155.4,12.43,0.0,routed
882830c2c9fffff,Hidden Oaks NE 8,,131.8,10.55,0.0,routed
882830c2cbfffff,Diablo Country Club NE 8,,146.1,11.69,0.0,routed
882830c2cdfffff,Hidden Oaks NE 10,,159.5,12.76,0.0,routed
882830c2d1fffff,Diablo Country Club NE 10,,120.0,9.6,1039.0,routed
882830c2d3fffff,Diablo Country Club N 9,,106.6,8.53,0.0,routed
882830c2d5fffff,Diablo Country Club NE 12,,129.7,10.38,2429.0,routed
882830c2d7fffff,Diablo Country Club NE 13,,107.9,8.63,0.0,routed
