h3,name,holc,access_min,access_km,street_m,access_src
882830c75bfffff,North Gate N,,34.0,2.72,5199.0,routed
882830c75dfffff,North Gate E 3,,57.2,4.58,0.0,routed
882830c761fffff,Clayton S 4,,47.0,3.76,1359.0,routed
882830c763fffff,Clayton S 3,,32.4,2.59,3147.0,routed
882830c765fffff,Clayton SE 3,,33.2,2.65,5855.0,routed
882830c767fffff,Clayton S 2,,21.5,1.72,8625.0,routed
882830c769fffff,Clayton S 7,,74.0,5.92,0.0,routed
882830c76bfffff,Clayton S 5,,43.9,3.51,154.0,routed
882830c76dfffff,Clayton S 6,,43.7,3.49,0.0,routed
882830c801fffff,Summer Lake W 4,,65.5,5.24,992.0,routed
882830c803fffff,Summer Lake W 5,,61.5,4.92,49.0,routed
882830c805fffff,Summer Lake W 2,,90.3,7.22,1115.0,routed
882830c807fffff,Summer Lake NW 6,,93.9,7.51,2053.0,routed
882830c809fffff,Knightsen N 3,,61.5,4.92,5038.0,routed
882830c80bfffff,Summer Lake W 6,,49.6,3.97,10939.0,routed
882830c80dfffff,Summer Lake W 3,,63.5,5.08,1806.0,routed
882830c811fffff,Oakley NE 3,,101.5,8.12,0.0,routed
882830c813fffff,Oakley NE 2,,44.5,3.56,0.0,routed
882830c815fffff,Summer Lake W 7,,89.4,7.15,0.0,routed
882830c817fffff,Summer Lake NW 14,,87.9,7.03,0.0,routed
882830c819fffff,Oakley E 2,,37.1,2.97,3306.0,routed
882830c81bfffff,Oakley NE,,29.9,2.39,0.0,routed
882830c81dfffff,Summer Lake W 8,,63.8,5.1,1257.0,routed
882830c821fffff,Summer Lake NW 3,,51.7,4.14,3273.0,routed
882830c823fffff,Summer Lake NW 5,,57.0,4.56,1513.0,routed
882830c825fffff,Summer Lake N 2,,55.1,4.41,5299.0,routed
882830c827fffff,Bethel Island,,40.2,3.22,5573.0,routed
882830c829fffff,Summer Lake NW 2,,100.0,8.0,723.0,routed
882830c82bfffff,Summer Lake NW 4,,95.7,7.65,1007.0,routed
882830c82dfffff,Summer Lake N,,68.1,5.45,1326.0,routed
882830c831fffff,Summer Lake NW 10,,89.5,7.16,920.0,routed
882830c833fffff,Summer Lake NW 13,,114.2,9.14,1279.0,routed
882830c835fffff,Summer Lake NW 8,,67.3,5.38,984.0,routed
882830c837fffff,Summer Lake NW 11,,79.5,6.36,1450.0,routed
882830c839fffff,Summer Lake NW 9,,79.1,6.33,0.0,routed
882830c83bfffff,Summer Lake NW 12,,114.5,9.16,0.0,routed
882830c83dfffff,Summer Lake NW 7,,72.9,5.83,1706.0,routed
882830c841fffff,Knightsen NE,,74.9,5.99,3299.0,routed
882830c843fffff,Knightsen N,,62.9,5.03,3447.0,routed
882830c845fffff,Summer Lake SW 4,,91.0,7.28,1563.0,routed
882830c847fffff,Knightsen N 2,,79.1,6.33,784.0,routed
882830c849fffff,Knightsen,,68.0,5.44,3317.0,routed
882830c84bfffff,Knightsen NW,,61.0,4.88,2883.0,routed
882830c84dfffff,Knightsen E,,76.0,6.08,2957.0,routed
882830c851fffff,Brentwood Park NE 4,,38.6,3.09,9197.0,routed
882830c853fffff,Oakley SE,,23.0,1.84,8846.0,routed
882830c855fffff,Knightsen NW 3,,51.7,4.14,4833.0,routed
882830c857fffff,Oakley E 3,,36.1,2.89,11494.0,routed
882830c859fffff,Brentwood Park NE 2,,40.9,3.27,8554.0,routed
882830c85bfffff,Brentwood Park NE 3,,35.2,2.81,10994.0,routed
882830c85dfffff,Knightsen NW 2,,68.1,5.45,5074.0,routed
882830c861fffff,Summer Lake SW,,90.0,7.2,4889.0,routed
882830c863fffff,Summer Lake W,,77.8,6.23,2254.0,routed
882830c865fffff,Summer Lake,,95.1,7.6,7154.0,routed
882830c867fffff,Summer Lake NW,,105.5,8.44,4976.0,routed
882830c869fffff,Summer Lake SW 2,,101.8,8.15,155.0,routed
882830c86bfffff,Summer Lake SW 3,,101.5,8.12,260.0,routed
882830c86dfffff,Summer Lake S,,96.2,7.7,2109.0,routed
882830c881fffff,The Oaks NE 5,,185.6,14.85,0.0,routed
882830c885fffff,Oakley N 8,,152.3,12.19,0.0,routed
882830c889fffff,The Oaks NE 4,,174.1,13.93,0.0,routed
882830c88bfffff,The Oaks N 5,,181.8,14.54,862.0,routed
882830c88dfffff,Oakley N 6,,185.5,14.84,0.0,routed
882830c8a1fffff,Summer Lake NW 23,,145.0,11.6,1348.0,routed
882830c8a5fffff,The Willows At Bethel Island W 8,,168.7,13.49,1014.0,routed
882830c8a7fffff,The Willows At Bethel Island NW 17,,175.9,14.07,1026.0,routed
882830c8a9fffff,Summer Lake NW 22,,140.2,11.21,1007.0,routed
882830c8adfffff,Summer Lake NW 21,,139.4,11.15,416.0,routed
882830c8c1fffff,Oakley N 2,,61.9,4.95,0.0,routed
882830c8c3fffff,The Oaks NE 3,,176.9,14.16,0.0,routed
882830c8c5fffff,Oakley N 3,,44.4,3.55,0.0,routed
882830c8c7fffff,Oakley N 4,,181.5,14.52,0.0,routed
882830c8c9fffff,Oakley NW,,22.3,1.78,4545.0,routed
882830c8cbfffff,The Oaks NE 2,,47.2,3.78,355.0,routed
882830c8cdfffff,Oakley N,,34.9,2.79,0.0,routed
882830c8d1fffff,The Oaks N 3,,83.7,6.69,0.0,routed
882830c8d5fffff,The Oaks N 4,,177.2,14.18,0.0,routed
882830c8d9fffff,The Oaks NW,,72.6,5.81,1245.0,routed
882830c8dbfffff,Antioch Family & Senior Apartments N 3,,75.7,6.06,137.0,routed
882830c8ddfffff,The Oaks N 2,,50.7,4.05,0.0,routed
882830c8e1fffff,Summer Lake NW 19,,127.2,10.18,0.0,routed
882830c8e3fffff,Oakley N 7,,149.9,11.99,0.0,routed
882830c8e5fffff,Summer Lake NW 17,,122.3,9.78,920.0,routed
882830c8e7fffff,Summer Lake NW 20,,125.2,10.02,994.0,routed
882830c8e9fffff,Oakley NE 4,,126.7,10.14,0.0,routed
882830c8ebfffff,Oakley N 5,,143.1,11.45,0.0,routed
882830c8edfffff,Summer Lake NW 16,,120.5,9.64,0.0,routed
882830c901fffff,Flamingo Mobile Manor E 2,,238.6,19.09,0.0,routed
882830c903fffff,Flamingo Mobile Manor E,,207.0,16.56,439.0,routed
882830c905fffff,Flamingo Mobile Manor E 4,,229.0,18.32,1029.0,routed
882830c907fffff,Flamingo Mobile Manor E 3,,238.7,19.1,0.0,routed
882830c909fffff,Flamingo Mobile Manor SE 2,,189.8,15.18,0.0,routed
882830c90bfffff,Flamingo Mobile Manor SE,,216.4,17.31,980.0,routed
882830c90dfffff,Flamingo Mobile Manor SE 3,,213.8,17.11,663.0,routed
882830c911fffff,Flamingo Mobile Manor NW,,22.8,1.82,2678.0,routed
882830c913fffff,Santiago Mobile Home park NE,,15.0,1.2,788.0,routed
882830c915fffff,Flamingo Mobile Manor NE,,12.0,0.96,616.0,routed
882830c917fffff,Flamingo Mobile Manor N,,8.7,0.7,1088.0,routed
882830c919fffff,Flamingo Mobile Manor SW,,70.0,5.6,3152.0,routed
882830c91bfffff,Santiago Mobile Home park,,24.9,1.99,3892.0,routed
882830c91dfffff,Flamingo Mobile Manor,,22.3,1.78,1687.0,routed
882830c921fffff,Flamingo Mobile Manor E 8,,254.1,20.33,0.0,routed
882830c923fffff,Flamingo Mobile Manor NE 8,,249.9,20.0,0.0,routed
882830c927fffff,Flamingo Mobile Manor E 11,,261.0,20.88,1258.0,routed
882830c929fffff,Flamingo Mobile Manor E 7,,238.3,19.07,0.0,routed
882830c92bfffff,Flamingo Mobile Manor E 5,,237.6,19.01,579.0,routed
882830c92dfffff,Flamingo Mobile Manor E 12,,250.1,20.01,936.0,routed
882830c931fffff,Flamingo Mobile Manor NE 4,,255.0,20.4,0.0,routed
882830c933fffff,The Willows At Bethel Island E 3,,28.6,2.29,0.0,routed
882830c935fffff,Flamingo Mobile Manor NE 6,,254.6,20.37,0.0,routed
882830c937fffff,Flamingo Mobile Manor NE 7,,263.8,21.1,0.0,routed
882830c939fffff,Flamingo Mobile Manor NE 2,,217.7,17.42,0.0,routed
882830c93bfffff,Flamingo Mobile Manor NE 3,,18.6,1.49,0.0,routed
882830c93dfffff,Flamingo Mobile Manor NE 5,,243.7,19.5,0.0,routed
882830c941fffff,Summer Lake E 7,,225.0,18.0,0.0,routed
882830c943fffff,Summer Lake E 5,,190.4,15.24,800.0,routed
882830c945fffff,Summer Lake E 9,,217.7,17.41,961.0,routed
882830c947fffff,Flamingo Mobile Manor SE 4,,215.1,17.21,0.0,routed
882830c949fffff,Summer Lake E 6,,158.2,12.66,0.0,routed
882830c94bfffff,Summer Lake E 4,,162.6,13.01,981.0,routed
882830c94dfffff,Summer Lake E 8,,190.8,15.27,949.0,routed
882830c951fffff,Summer Lake NE 2,,171.9,13.75,176.0,routed
882830c953fffff,Summer Lake NE 3,,79.7,6.37,858.0,routed
882830c955fffff,Summer Lake NE 4,,186.9,14.96,670.0,routed
882830c957fffff,Flamingo Mobile Manor S,,78.4,6.27,0.0,routed
882830c959fffff,Summer Lake E,,162.6,13.01,2154.0,routed
882830c95bfffff,Summer Lake NE,,76.8,6.14,2471.0,routed
882830c95dfffff,Summer Lake E 3,,161.9,12.95,0.0,routed
882830c961fffff,Flamingo Mobile Manor E 10,,220.8,17.66,783.0,routed
882830c963fffff,Flamingo Mobile Manor E 6,,217.2,17.38,0.0,routed
882830c967fffff,Flamingo Mobile Manor E 9,,247.8,19.83,0.0,routed
882830c969fffff,Flamingo Mobile Manor SE 6,,220.0,17.6,641.0,routed
882830c96bfffff,Flamingo Mobile Manor SE 5,,209.0,16.72,836.0,routed
882830c981fffff,The Willows At Bethel Island NW 3,,85.7,6.86,0.0,routed
882830c983fffff,The Willows At Bethel Island NW 5,,188.0,15.04,1534.0,routed
882830c985fffff,The Willows At Bethel Island N 2,,89.8,7.18,0.0,routed
882830c987fffff,The Willows At Bethel Island N 4,,199.0,15.92,0.0,routed
882830c989fffff,The Willows At Bethel Island NW 2,,84.5,6.76,1872.0,routed
882830c98bfffff,The Willows At Bethel Island NW 4,,182.9,14.63,1155.0,routed
882830c98dfffff,The Willows At Bethel Island NW,,81.5,6.52,1393.0,routed
882830c991fffff,The Willows At Bethel Island NW 10,,176.3,14.11,57.0,routed
882830c993fffff,The Willows At Bethel Island NW 15,,180.7,14.45,974.0,routed
882830c995fffff,The Willows At Bethel Island NW 8,,193.9,15.51,0.0,routed
882830c997fffff,The Willows At Bethel Island NW 12,,187.5,15.0,520.0,routed
882830c999fffff,The Willows At Bethel Island NW 9,,169.0,13.52,1724.0,routed
882830c99bfffff,The Willows At Bethel Island NW 13,,169.4,13.55,916.0,routed
882830c99dfffff,The Willows At Bethel Island NW 6,,184.6,14.77,2283.0,routed
882830c9a1fffff,The Willows At Bethel Island N 6,,112.4,9.0,0.0,routed
882830c9a3fffff,The Willows At Bethel Island N 8,,113.5,9.08,0.0,routed
882830c9a5fffff,The Willows At Bethel Island NE 9,,121.8,9.74,0.0,routed
882830c9a7fffff,The Willows At Bethel Island N 9,,124.1,9.93,0.0,routed
882830c9a9fffff,The Willows At Bethel Island N 3,,101.0,8.08,0.0,routed
882830c9abfffff,The Willows At Bethel Island N 5,,101.6,8.13,0.0,routed
882830c9adfffff,The Willows At Bethel Island NE 5,,111.3,8.9,0.0,routed
882830c9b1fffff,The Willows At Bethel Island N 10,,211.2,16.89,781.0,routed
882830c9b3fffff,The Willows At Bethel Island NW 14,,216.9,17.36,774.0,routed
882830c9b5fffff,The Willows At Bethel Island N 11,,219.8,17.58,0.0,routed
882830c9b7fffff,The Willows At Bethel Island N 14,,223.0,17.84,196.0,routed
882830c9b9fffff,The Willows At Bethel Island NW 7,,199.4,15.95,990.0,routed
882830c9bbfffff,The Willows At Bethel Island NW 11,,205.3,16.42,0.0,routed
882830c9bdfffff,The Willows At Bethel Island N 7,,208.8,16.71,0.0,routed
882830c9c1fffff,The Willows At Bethel Island SW 2,,54.6,4.37,852.0,routed
882830c9c3fffff,The Willows At Bethel Island W 2,,68.9,5.51,1628.0,routed
882830c9c5fffff,The Willows At Bethel Island SW,,35.4,2.83,1053.0,routed
882830c9c7fffff,The Willows At Bethel Island W,,65.3,5.23,1762.0,routed
882830c9c9fffff,Santiago Mobile Home park W,,53.8,4.3,1251.0,routed
882830c9cbfffff,Santiago Mobile Home park NW 2,,67.7,5.42,0.0,routed
882830c9cdfffff,Santiago Mobile Home park NW,,44.0,3.52,598.0,routed
882830c9d1fffff,The Willows At Bethel Island W 6,,95.2,7.62,991.0,routed
882830c9d3fffff,The Willows At Bethel Island W 7,,174.8,13.99,0.0,routed
882830c9d5fffff,The Willows At Bethel Island W 3,,87.2,6.98,1376.0,routed
882830c9d7fffff,The Willows At Bethel Island W 5,,189.0,15.12,0.0,routed
882830c9d9fffff,Summer Lake NW 15,,89.1,7.13,1904.0,routed
882830c9dbfffff,Summer Lake NW 18,,97.3,7.78,888.0,routed
882830c9ddfffff,The Willows At Bethel Island W 4,,87.2,6.97,0.0,routed
882830c9e1fffff,The Willows At Bethel Island NE,,36.9,2.95,0.0,routed
882830c9e3fffff,The Willows At Bethel Island N,,90.5,7.24,0.0,routed
882830c9e5fffff,The Willows At Bethel Island NE 3,,39.7,3.18,0.0,routed
882830c9e7fffff,The Willows At Bethel Island NE 2,,104.7,8.37,0.0,routed
882830c9e9fffff,The Willows At Bethel Island E,,23.6,1.89,1022.0,routed
882830c9ebfffff,The Willows At Bethel Island,,77.0,6.16,1650.0,routed
882830c9edfffff,The Willows At Bethel Island E 2,,23.9,1.91,0.0,routed
882830ca01fffff,Brentwood Parks Apartments,,12.9,1.04,9721.0,routed
882830ca03fffff,Terrene,,20.4,1.63,9985.0,routed
882830ca05fffff,Brentwood Parks Apartments E,,36.5,2.92,1346.0,routed
882830ca07fffff,Terrene E,,28.6,2.29,6826.0,routed
882830ca09fffff,Walnut Acres Mobile Home Park,,5.5,0.44,9580.0,routed
882830ca0bfffff,Brentwood Parks Apartments SW,,8.3,0.66,10941.0,routed
882830ca0dfffff,Brentwood Parks Apartments SE,,14.9,1.19,6558.0,routed
882830ca11fffff,Marsh Creek Apartments W,,47.8,3.82,14803.0,routed
882830ca13fffff,Arbor Ridge Apartments E 2,,40.8,3.27,8239.0,routed
882830ca15fffff,Marsh Creek Apartments,,41.8,3.34,7196.0,routed
882830ca17fffff,Brentwood Park S,,27.8,2.23,9612.0,routed
882830ca19fffff,Villa Amador Apartments E 2,,37.1,2.97,9533.0,routed
882830ca1bfffff,Villa Amador Apartments E,,47.4,3.79,11521.0,routed
882830ca1dfffff,Arteaga's Redwood Apartments,,21.2,1.7,8860.0,routed
882830ca21fffff,Knightsen S 2,,61.8,4.94,3824.0,routed
882830ca23fffff,Knightsen S,,59.3,4.74,2300.0,routed
882830ca25fffff,Knightsen SE 3,,69.1,5.52,1843.0,routed
882830ca27fffff,Knightsen SE,,73.3,5.87,2015.0,routed
882830ca29fffff,Terrene E 2,,66.9,5.35,286.0,routed
882830ca2bfffff,Havenwood Village,,54.4,4.35,855.0,routed
882830ca2dfffff,Knightsen SE 5,,68.1,5.45,3529.0,routed
882830ca31fffff,Sunset Crossing N,,47.3,3.79,2054.0,routed
882830ca33fffff,Brentwood Park E,,34.9,2.79,2416.0,routed
882830ca35fffff,Knightsen SW,,55.5,4.44,1836.0,routed
882830ca37fffff,Knightsen W,,45.2,3.62,4762.0,routed
882830ca39fffff,Sunset Crossing,,36.6,2.93,9986.0,routed
882830ca3bfffff,Brentwood Park SE,,41.0,3.28,5458.0,routed
882830ca3dfffff,Sunset Crossing E,,39.8,3.19,2150.0,routed
882830ca41fffff,Woodgate Mobile Home Park SE,,31.2,2.49,3496.0,routed
882830ca43fffff,Woodgate Mobile Home Park,,21.3,1.7,13585.0,routed
882830ca45fffff,Woodgate Mobile Home Park SE 2,,36.4,2.91,3053.0,routed
882830ca47fffff,Woodgate Mobile Home Park E,,22.7,1.81,10641.0,routed
882830ca49fffff,Woodgate Mobile Home Park S 2,,43.4,3.47,816.0,routed
882830ca4bfffff,Woodgate Mobile Home Park S,,29.0,2.32,3173.0,routed
882830ca4dfffff,Woodgate Mobile Home Park SE 3,,39.8,3.19,1595.0,routed
882830ca51fffff,Midway Mobile Home Park SW,,30.7,2.46,10673.0,routed
882830ca53fffff,Villa Amador Apartments SE 2,,30.2,2.41,12988.0,routed
882830ca55fffff,Midway Mobile Home Park,,20.8,1.67,11709.0,routed
882830ca57fffff,Midway Mobile Home Park W,,20.6,1.65,10357.0,routed
882830ca59fffff,Woodgate Mobile Home Park SW 3,,55.5,4.44,6264.0,routed
882830ca5bfffff,Midway Mobile Home Park SW 2,,21.9,1.75,10284.0,routed
882830ca5dfffff,Woodgate Mobile Home Park SW,,29.3,2.34,8675.0,routed
882830ca61fffff,Woodgate Mobile Home Park E 4,,44.4,3.55,1087.0,routed
882830ca63fffff,Brentwood Parks Apartments E 2,,36.1,2.89,745.0,routed
882830ca65fffff,Brentwood Parks Apartments E 4,,55.8,4.47,1312.0,routed
882830ca67fffff,Brentwood Parks Apartments E 3,,51.6,4.13,2088.0,routed
882830ca69fffff,Woodgate Mobile Home Park E 3,,45.9,3.68,391.0,routed
882830ca6bfffff,Woodgate Mobile Home Park E 2,,39.6,3.17,1368.0,routed
882830ca6dfffff,Woodgate Mobile Home Park E 6,,60.8,4.87,916.0,routed
882830ca81fffff,Laurel Ranch E,,37.5,3.0,4112.0,routed
882830ca83fffff,Laurel Ranch N,,43.9,3.51,5740.0,routed
882830ca85fffff,Summer Creek Place S,,29.3,2.34,10583.0,routed
882830ca87fffff,Summer Creek Place SW,,37.4,2.99,9617.0,routed
882830ca89fffff,Laurel Ranch SE,,54.3,4.34,7245.0,routed
882830ca8bfffff,Laurel Ranch,,49.0,3.92,8465.0,routed
882830ca8dfffff,Laurel Ranch E 2,,18.7,1.49,7227.0,routed
882830ca91fffff,Antioch Family & Senior Apartments SW 3,,61.7,4.93,2783.0,routed
882830ca93fffff,Antioch Family & Senior Apartments SW 2,,52.8,4.23,4130.0,routed
882830ca95fffff,Antioch Family & Senior Apartments S,,55.9,4.47,3885.0,routed
882830ca97fffff,Antioch Family & Senior Apartments SW,,55.1,4.41,5198.0,routed
882830ca99fffff,Laurel Ranch W 2,,50.1,4.01,9977.0,routed
882830ca9bfffff,Antioch Hillcrest Terrace E,,46.2,3.69,8190.0,routed
882830ca9dfffff,Laurel Ranch NW,,66.4,5.31,8794.0,routed
882830caa1fffff,Oakley SW,,8.1,0.65,10287.0,routed
882830caa3fffff,Twin Oaks Residence,,15.2,1.21,8564.0,routed
882830caa5fffff,Oakley E,,11.2,0.89,3371.0,routed
882830caa7fffff,Oakley,,27.2,2.17,5198.0,routed
882830caa9fffff,Oakley S 2,,22.4,1.79,9724.0,routed
882830caabfffff,Summer Creek Place SE,,22.6,1.81,10619.0,routed
882830caadfffff,Oakley S,,24.0,1.92,4564.0,routed
882830cab1fffff,The Oaks,,41.1,3.29,4046.0,routed
882830cab3fffff,Antioch Family & Senior Apartments NE,,63.1,5.05,2062.0,routed
882830cab5fffff,The Oaks NE,,29.4,2.36,9423.0,routed
882830cab7fffff,The Oaks N,,44.0,3.52,427.0,routed
882830cab9fffff,The Oaks SW,,42.6,3.41,6265.0,routed
882830cabbfffff,Antioch Family & Senior Apartments E,,47.8,3.82,4092.0,routed
882830cabdfffff,Summer Creek Place,,26.8,2.14,11292.0,routed
882830cac1fffff,Arbor Ridge Apartments,,50.0,4.0,7405.0,routed
882830cac3fffff,Cross Pointe NE,,37.9,3.03,8909.0,routed
882830cac5fffff,Arbor Ridge Apartments E,,30.3,2.43,9034.0,routed
882830cac7fffff,Arbor Ridge Apartments N,,29.7,2.38,5238.0,routed
882830cac9fffff,Brighton Station,,56.6,4.53,4805.0,routed
882830cacbfffff,Cross Pointe SE,,39.6,3.16,5192.0,routed
882830cacdfffff,Sterling Pinnacle,,48.5,3.88,12708.0,routed
882830cad1fffff,Cross Pointe NW,,30.6,2.45,12341.0,routed
882830cad3fffff,Quail Lodge NE,,34.1,2.73,8396.0,routed
882830cad5fffff,Laurel Ranch S,,42.1,3.37,9466.0,routed
882830cad7fffff,Laurel Ranch W,,39.5,3.16,11639.0,routed
882830cad9fffff,Cross Pointe W,,18.1,1.45,9042.0,routed
882830cadbfffff,Prewett Family Park,,2.0,0.16,2493.0,routed
882830caddfffff,Cross Pointe,,25.0,2.0,12548.0,routed
882830cae1fffff,Brentwood Park NW,,9.2,0.73,8130.0,routed
882830cae3fffff,Brentwood Park NW 2,,18.7,1.49,8627.0,routed
882830cae5fffff,Brentwood Park NE,,23.7,1.9,4031.0,routed
882830cae7fffff,Brentwood Park N,,24.5,1.96,7577.0,routed
882830cae9fffff,Brentwood Park SW,,17.9,1.43,11930.0,routed
882830caebfffff,Brentwood Park W,,7.3,0.58,12262.0,routed
882830caedfffff,Brentwood Park,,20.3,1.62,6034.0,routed
882830cb01fffff,Summer Lake SE 10,,122.9,9.83,0.0,routed
882830cb03fffff,Summer Lake S 6,,122.9,9.83,0.0,routed
882830cb05fffff,Summer Lake SE 12,,134.8,10.79,0.0,routed
882830cb07fffff,Summer Lake SE 7,,128.5,10.28,0.0,routed
882830cb09fffff,Summer Lake S 10,,120.6,9.64,0.0,routed
882830cb0bfffff,Summer Lake S 8,,120.2,9.61,223.0,routed
882830cb0dfffff,Summer Lake SE 15,,120.0,9.6,0.0,routed
882830cb11fffff,Summer Lake S 5,,99.3,7.94,2416.0,routed
882830cb13fffff,Summer Lake SW 5,,89.7,7.18,1131.0,routed
882830cb15fffff,Summer Lake S 4,,117.6,9.41,929.0,routed
882830cb17fffff,Summer Lake S 3,,101.6,8.13,237.0,routed
882830cb19fffff,Knightsen SE 4,,91.4,7.31,2679.0,routed
882830cb1bfffff,Knightsen SE 2,,91.5,7.32,1142.0,routed
882830cb1dfffff,Summer Lake S 7,,107.3,8.59,103.0,routed
882830cb21fffff,Summer Lake SE 11,,183.9,14.71,246.0,routed
882830cb23fffff,Summer Lake SE 6,,153.3,12.26,1149.0,routed
882830cb25fffff,Summer Lake SE 14,,176.6,14.13,561.0,routed
882830cb27fffff,Summer Lake SE 9,,182.7,14.62,435.0,routed
882830cb29fffff,Summer Lake SE 13,,195.8,15.66,0.0,routed
882830cb2bfffff,Summer Lake SE 8,,162.3,12.98,0.0,routed
882830cb2dfffff,Summer Lake SE 16,,185.5,14.84,0.0,routed
882830cb31fffff,Summer Lake SE 2,,135.1,10.81,1861.0,routed
882830cb33fffff,Summer Lake SE,,105.1,8.41,2500.0,routed
882830cb35fffff,Summer Lake SE 3,,152.2,12.17,1488.0,routed
882830cb37fffff,Summer Lake E 2,,156.4,12.51,572.0,routed
882830cb39fffff,Summer Lake SE 4,,120.9,9.67,936.0,routed
882830cb3bfffff,Summer Lake S 2,,113.2,9.06,366.0,routed
882830cb3dfffff,Summer Lake SE 5,,143.9,11.52,0.0,routed
882830cb41fffff,Discovery Bay N 6,,116.4,9.32,2943.0,routed
882830cb43fffff,Discovery Bay NW 9,,100.2,8.02,1545.0,routed
882830cb45fffff,Discovery Bay N 7,,121.2,9.7,645.0,routed
882830cb47fffff,Discovery Bay N 9,,114.3,9.14,1228.0,routed
882830cb49fffff,Discovery Bay NW 3,,91.9,7.35,10312.0,routed
882830cb4bfffff,Discovery Bay NW 6,,102.8,8.23,4355.0,routed
882830cb4dfffff,Discovery Bay N 4,,132.3,10.58,187.0,routed
882830cb51fffff,Knightsen SE 8,,80.7,6.46,2298.0,routed
882830cb53fffff,Knightsen SE 6,,87.9,7.03,2563.0,routed
882830cb55fffff,Summer Lake S 11,,112.4,8.99,143.0,routed
882830cb57fffff,Summer Lake S 9,,100.9,8.07,2018.0,routed
882830cb59fffff,Brentwood Parks Apartments E 5,,66.2,5.3,1471.0,routed
882830cb5bfffff,Knightsen SE 7,,68.8,5.5,1564.0,routed
882830cb5dfffff,Discovery Bay NW 10,,88.3,7.07,690.0,routed
882830cb61fffff,Summer Lake SE 21,,136.0,10.88,0.0,routed
882830cb63fffff,Summer Lake SE 17,,140.3,11.22,0.0,routed
882830cb65fffff,Summer Lake SE 22,,146.8,11.74,0.0,routed
882830cb67fffff,Summer Lake SE 18,,147.5,11.8,0.0,routed
882830cb69fffff,Discovery Bay N 8,,128.6,10.29,982.0,routed
882830cb6bfffff,Discovery Bay N 10,,129.5,10.36,10.0,routed
882830cb6dfffff,Discovery Bay NE 11,,139.5,11.16,985.0,routed
882830cc01fffff,Pittsburg NE 12,,113.7,9.09,0.0,routed
882830cc03fffff,Pittsburg NE 13,,100.3,8.03,0.0,routed
882830cc09fffff,Pittsburg NE 9,,102.5,8.2,0.0,routed
882830cc0bfffff,Pittsburg NE 10,,84.4,6.75,0.0,routed
882830cc1dfffff,Pittsburg NE 11,,90.0,7.2,71.0,routed
882830cc41fffff,ReNew Aster N 4,,82.7,6.62,0.0,routed
882830cc43fffff,Pittsburg NE 7,,91.8,7.35,0.0,routed
882830cc47fffff,ReNew Aster N 5,,94.4,7.55,0.0,routed
882830cc49fffff,ReNew Aster NW 3,,71.7,5.74,0.0,routed
882830cc4bfffff,Edgewater Apartment Homes NE 4,,58.9,4.71,0.0,routed
882830cc4dfffff,ReNew Aster N 3,,71.8,5.75,0.0,routed
882830cc51fffff,Pittsburg NE 5,,60.3,4.82,0.0,routed
882830cc53fffff,Pittsburg N 4,,69.3,5.54,257.0,routed
882830cc55fffff,Pittsburg NE 6,,72.7,5.82,0.0,routed
882830cc57fffff,Pittsburg NE 8,,79.5,6.36,0.0,routed
882830cc59fffff,Pittsburg NE 2,,53.6,4.29,0.0,routed
882830cc5bfffff,Pittsburg N 3,,58.6,4.69,0.0,routed
882830cc5dfffff,Pittsburg NE 4,,61.4,4.91,0.0,routed
882830ce01fffff,Portofino Apartments,,9.9,0.79,6769.0,routed
882830ce03fffff,Ventrua Apartments,,15.1,1.21,7698.0,routed
882830ce05fffff,Delta View Apartments NW,,14.1,1.13,6336.0,routed
882830ce07fffff,Edgewater Apartment Homes E,,22.7,1.82,5352.0,routed
882830ce09fffff,Stoneman Apartments,,24.4,1.95,10480.0,routed
882830ce0bfffff,Delta Hawaii,,5.7,0.45,8860.0,routed
882830ce0dfffff,Chateau Mobile Home Park,,24.8,1.99,7996.0,routed
882830ce11fffff,Pittsburg Park Apartments,,10.1,0.81,6705.0,routed
882830ce13fffff,Crestview Apartments,,9.4,0.75,9904.0,routed
882830ce15fffff,Stanford Place,,18.1,1.45,10713.0,routed
882830ce17fffff,Pittsburg,,10.9,0.87,9484.0,routed
882830ce19fffff,Woodland Hills Apartment Homes NE,,21.6,1.73,7368.0,routed
882830ce1bfffff,Woodland Hills Apartment Homes N,,23.6,1.88,9824.0,routed
882830ce1dfffff,Small World Park,,25.0,2.0,11198.0,routed
882830ce21fffff,ReNew Aster NW,,53.7,4.29,1442.0,routed
882830ce23fffff,Edgewater Apartment Homes NE 3,,45.9,3.67,203.0,routed
882830ce25fffff,ReNew Aster N,,39.2,3.14,724.0,routed
882830ce27fffff,ReNew Aster NW 2,,61.2,4.9,0.0,routed
882830ce29fffff,Delta View Apartments N,,26.8,2.14,3632.0,routed
882830ce2bfffff,Delta View Apartments N 2,,46.6,3.73,1020.0,routed
882830ce2dfffff,ReNew Aster,,32.0,2.56,3863.0,routed
882830ce31fffff,Edgewater Apartment Homes N,,53.7,4.3,0.0,routed
882830ce33fffff,Pittsburg NE,,42.7,3.42,883.0,routed
882830ce35fffff,Edgewater Apartment Homes NE 2,,47.0,3.76,0.0,routed
882830ce37fffff,Pittsburg NE 3,,67.0,5.36,0.0,routed
882830ce39fffff,Edgewater Apartment Homes,,37.2,2.97,3625.0,routed
882830ce3bfffff,Pittsburg E,,26.6,2.13,9098.0,routed
